Số báo danh; Toán; Văn; Lí; Hoá; Ngoại ngữ; Sử; Địa; Sinh; GDCD;
01004225;6.35;9.25;;;7;;;;;;30.1
01004226;4.25;7.5;;;4.75;;;;;;25.25
01004227;3.75;8.75;;;;;6.6;;;;27.85
01004228;6.35;9.5;;;4.25;;;;;;28.35
01004229;7;7.5;7;;8.5;;;;;;30
01004230;4.5;7.75;;;5.75;;;;;;26.5
01004231;7.25;8;8;;7.5;;;;;;30.75
01004232;8.5;8.5;8.75;;6.75;;;;;;32.5
01004233;4.75;7.75;;;4.25;;;;;;22.25
01004234;5.75;8.75;;;;8;;;;;28.5
01004235;7.5;8.5;8;;6.5;;;;;;30.5
01004236;5.5;8.25;6.75;;7;;;;;;27.5
01004237;8.5;7.5;10;;9.5;;;;;;35.5
01004238;7.75;8.25;8;;6.5;;;;;;30.5
01004239;6;8;;;6;;;;;;28.5
01004240;5.25;6.5;5.25;;4.25;;;;;;21.25
01004241;7.25;7.25;6.75;;5;;;;;;26.25
01004242;4.25;8.5;;;6.25;;;;;;28.25
01004243;5.25;7;;;;6.75;;;;;27.5
01004244;6.1;8.25;6.75;;5.25;;;;;;26.35
01004245;6.75;9.5;;;6.5;;;;;;29.75
01004246;4.6;9;;;3.75;;;;;;26.45
01004247;2.95;8.75;;;5;;;;;;23.2
01004248;6.1;7.75;5.5;;8.25;;;;;;27.6
01004249;8;7.25;6;;5.5;;;;;;26.75
01004250;7.6;8.75;9;;5.75;;;;;;31.1
01004251;5.5;8;6.2;;6.5;;;;;;26.2
01004252;5;8.5;;;7.5;7.5;;;;;28.5
01004253;6.25;8.25;6;;7.25;;;;;;27.75
01004254;4.75;6.5;;;;;5.85;;;;25.1
01004255;3.85;7.75;;;4.5;6.1;;;;;22.2
01004256;3.35;7.25;;;6.25;7.75;;;;;24.6
01004257;6.25;7.5;6.25;;8;;;;;;28
01004258;8;8.75;8.75;;6;;;;;;31.5
01004259;9.5;8.25;9;;6.25;;;;;;33
01004260;7.1;7.75;7.5;;9.5;;;;;;31.85
01004261;5.75;8;;;6.75;8.1;;;;;28.6
01004262;8;7.75;8.25;;8.25;;;;;;32.25
01004263;7.5;8.25;;;6.75;6;;;;;28.5
01004264;5.75;8;;;6.5;9.25;;;;;29.5
01004265;4.25;7;;;3.25;6.75;;;;;21.25
01004266;7.5;6.5;9.25;;7.25;;;;;;30.5
01004267;8.5;6.75;7.75;;8.25;;;;;;31.25
01004268;6.5;8.5;5.95;;7.25;;;;;;28.2
01004269;4.6;8;;;;6.75;;;;;26.6
01004270;6.25;8.5;6.75;;7.5;;;;;;29
01004271;9;8.5;7.5;;6;;;;;;31
01004272;6;8;3.85;;9;;;;;;26.85
01004273;6.5;8.5;7.75;;9;;;;;;31.75
01004274;7.25;9;;;6.5;8;;;;;30.75
01004275;6.1;8.5;;;7.25;6.75;;;;;28.6
01004276;5;9.25;;;6.25;5.35;;;;;25.85
01004277;5.75;9.25;;;7.25;;;;;;29.75
01004278;6;6.5;;;4.75;;;;;;26.5
01004279;5.6;9;;;7.5;;;;;;29.45
01004280;7;8;;;4.25;4.1;;;;;23.35
01004281;6.75;7.5;;;7;8;;;;;29.25
01004282;7.75;8;9.5;;6.75;;;;;;32
01004283;6.5;8.5;;;6.25;;;;;;29.25
01004284;7;7.5;9.25;;8.25;;;;;;32
01004285;8.5;8.75;;;8;;;;;;34
01004286;5.75;8.75;;;7.5;8.5;;;;;30.5
01004287;6;7.5;7;;5.25;;;;;;25.75
01004288;7.75;8.75;;;6.25;7.25;;;;;30
01004289;4.6;8;;;5;7.25;;;;;24.85
01004290;7.5;8.5;9;;6.5;;;;;;31.5
01004291;9;7.5;9.75;;7.75;;;;;;34
01004292;8;8.25;9;;9.25;;;;;;34.5
01004293;7.1;9;8;;7.75;;;;;;31.85
01004294;5.1;7.25;7.75;;7.25;;;;;;27.35
01004295;6.5;8.75;7.5;;7;;;;;;29.75
01004296;8.25;8.25;9.25;;6.25;;;;;;32
01004297;8;7.75;9;;7;;;;;;31.75
01004298;9;7.75;9.25;;6;;;;;;32
01004299;5.5;7.25;6.25;;6;;;;;;25
01004300;6.5;8.75;7.1;;6.75;;;;;;29.1
01004301;5.75;6.75;4.75;;7.25;;;;;;24.5
01004302;5.75;8;6.5;;5.25;;;;;;25.5
01004303;6.75;8.25;6.25;;7.5;;;;;;28.75
01004304;8.5;9.25;8.25;;7.25;;;;;;33.25
01004305;7.5;8.25;6;;6;;;;;;27.75
01004306;6.25;9.5;8.25;;5.75;;;;;;29.75
01004307;8;9.25;9;;6;;;;;;32.25
01004308;6.75;8;7.35;;7.75;;;;;;29.85
01004309;6.6;7.5;6.75;;7.5;;;;;;28.35
01004310;6.5;7.25;9.25;;4.75;;;;;;27.75
01004311;7.5;8.5;8.5;;5.25;;;;;;29.75
01004312;8.5;6.25;7.25;;7;;;;;;29
01004313;6.25;7.25;5.85;;5;;;;;;24.35
01004314;9.5;9.25;8.5;;7.75;;;;;;35
01004315;9;8.75;8.5;;7.75;;;;;;34
01004316;8.5;8.25;;;6.25;;;;;;31.25
01004317;9;8.25;9.75;;8.25;;;;;;35.25
01004318;7.25;7;5.6;;8;;;;;;27.85
01004319;7.75;8.25;7.5;;9.25;;;;;;32.75
01004320;6;8;6.5;;5.25;;;;;;25.75
01004321;6.25;8.75;8.5;;5.5;;;;;;29
01004322;6.25;8.25;6;;6.75;;;;;;27.25
01004323;6.25;9;;;5.5;;;;;;28.75
01004324;6.75;7;7.25;;9;;;;;;30
01004325;7.25;8.75;9;;8;;;;;;33
01004326;4.6;7.25;;;8;;;;;;28.35
01004327;5.75;9.75;;;6.75;;;;;;30.25
01004328;8.5;8.25;;;8.75;;;;;;34.75
01004329;6.75;8.5;9;;7.25;;;;;;31.5
01004330;6.75;8.25;4.95;;9.5;;;;;;29.45
01004331;4.75;8.25;4.75;;7;;;;;;24.75
01004332;5;8;;;7.5;;;;;;28.75
01004333;4.1;4;;;4.5;;;;;;21.35
01004334;6.5;8.25;9;;6.75;;;;;;30.5
01004335;7;9.5;;;6.5;;;;;;31.75
01004336;7;8;8.5;;5.5;;;;;;29
01004337;8;9;;;6.25;;;;;;32
01004338;8.5;9;;;7;;;;;;33.75
01004339;6.5;8;7.5;;6.5;;;;;;28.5
01004340;3.35;6.75;;;;4.7;;;;;21.8
01004341;6.25;7;7.75;;5.75;;;;;;26.75
01004342;7.5;7.25;7.75;;5.75;;;;;;28.25
01004343;6.25;7;8.75;;7.75;;;;;;29.75
01004344;7;8;;7.25;6.5;;;;;;28.75
01004345;6.5;6.75;6.6;;7;;;;;;26.85
01004346;7.5;7.75;8.5;;9.25;;;;;;33
01004347;6.5;8.25;7.5;;4.75;;;;;;27
01004348;8.5;8.5;;;5.5;;;;;;30
01004349;6;8.5;;;7.25;;;;;;30.75
01004350;7.5;8.25;7.5;;6;;;;;;29.25
01004351;4.75;9;6.5;;6.25;;;;;;26.5
01004352;7.75;8.5;;;7.5;;;;;;32.75
01004353;7.75;9;;7.5;8;;;;;;32.25
01004354;6.25;8.25;5.75;;7.5;;;;;;27.75
01004355;4.75;8;;;5;;;;;;24.25
01004356;8;9;9;;8.5;;;;;;34.5
01004357;7;9.5;;;8.75;;;;;;34.5
01004358;6.5;8.75;7.5;;6.75;;;;;;29.5
01004359;7;9.5;;;5.25;;;;;;30.5
01004360;6.75;9.25;;7.75;5.5;;;;;;29.25
01004361;6.75;9.25;;;6;8.5;;;;;30.5
01004362;6;8.5;6.75;;6.75;;;;;;28
01004363;7.5;9;;;6.5;5.75;;;;;28.75
01004364;5.75;9;;;4;7.75;;;;;26.5
01004365;6.75;7;8.25;;7.75;;;;;;29.75
01004366;8.5;9.25;;;8.25;7.1;;;;;33.1
01004367;5.75;8;8;;6.75;;;;;;28.5
01004368;6.6;8.75;;;8.5;;;;;;31.6
01004369;5.1;9.25;;;5.5;;;;;;28.1
01004370;6;9.5;;;4.75;7.25;;;;;27.5
01004371;7;8.75;;;6.75;8;;;;;30.5
01004372;6.75;9.75;;;5.25;;;;;;29.6
01004373;7;9.25;;;6.5;8.25;;;;;31
01004374;5.35;8.75;;;6;8.75;;;;;28.85
01004375;4.25;8.25;;;7.25;6.1;;;;;25.85
01004376;6;9;7;;7;;;;;;29
01004377;5.85;9.5;;;7;;;;;;30.85
01004378;3.1;8.25;;;7.75;;;;;;27.85
01004379;7.5;8.75;7;;7.25;;;;;;30.5
01004380;5.75;8.25;7;;7;;;;;;28
01004381;7;8.75;;;7;8.5;;;;;31.25
01004382;7.75;9;;;6.75;8.25;;;;;31.75
01004383;5.25;9.25;;;8.5;;;;;;30.5
01004384;5.5;8.5;;;7.25;7.1;;;;;28.35
01004385;7;9;7.85;;6.75;;;;;;30.6
01004386;6.25;8.5;;;8.25;;;;;;32.75
01004387;4.2;8.75;;;4.75;;;;;;25.95
01004388;6;9;;;5.25;;;;;;27.1
01004389;6.5;9;8.5;;5.75;;;;;;29.75
01004390;8;9.25;9.25;;6.25;;;;;;32.75
01004391;7.75;9.75;;;7.75;;;;;;35
01004392;5;8.75;;;5;6.5;;;;;25.25
01004393;6.75;8.75;;;7;6.75;;;;;29.25
01004394;4.5;8.5;;;8;9;;;;;30
01004395;7.25;7.75;;;5.5;7.1;;;;;27.6
01004396;4.25;9;;;7.25;;;;;;29.25
01004397;7.25;8.25;;;6.5;7.75;;;;;29.75
01004398;4.5;9;;;5.5;5.5;;;;;24.5
01004399;6.1;9.25;;;6.25;;;;;;30.6
01004400;5.25;8.5;;;5;;;;;;28
01004401;7.5;9.25;;;6.75;7.5;;;;;31
01004402;6.25;8;;;5.75;7.25;;;;;27.25
01004403;7;8.75;;;6.75;8.5;;;;;31
01004404;6;9;;;9.5;7.75;;;;;32.25
01004405;4.5;8;;;7;6.75;;;;;26.25
01004406;6.25;9;;;6.5;;;;;;31.5
01004407;6.75;8.5;;;8.25;7.75;;;;;31.25
01004408;5.5;8.25;;;6.75;6.6;;;;;27.1
01004409;9;6.75;9;;5.5;;;;;;30.25
01004410;5.5;8;;;7;8.75;;;;;29.25
01004411;4.6;9;;;5.75;8.5;;;;;27.85
01004412;5;9.5;;;5;;;;;;26.25
01004413;5.1;8.5;;;5.75;6.5;;;;;25.85
01004414;5.25;9.5;;;6.25;7.5;;;;;28.5
01004415;4.35;6.75;5.35;;4.25;;;;;;20.7
01004416;8;9;;;8.75;;;;;;34.75
01004417;6.25;9.25;6.75;;7;;;;;;29.25
01004418;6;8.25;7.75;;6;;;;;;28
01004419;5.75;9.5;;;6.75;;;;;;29.25
01004420;7;9.75;;;6;;;;;;31.5
01004421;7.25;9;;;8.75;;;;;;34
01004422;5.25;8.25;8.25;;5;;;;;;26.75
01004423;8;7.75;5.75;;7.75;;;;;;29.25
01004424;6;8.75;;;7.75;;;;;;31.75
01004425;4.6;9.5;;;6.25;;;;;;29.35
01004426;5.75;8;;;5.5;;;;;;26.75
01004427;5.25;8.75;6.25;;4.25;;;;;;24.5
01004428;7.75;9.5;;;7.75;;;;;;32.75
01004429;7.5;8.5;;;8;;;;;;32.25
01004430;7.25;8.75;6.25;;6.5;;;;;;28.75
01004431;6.25;9.25;8.75;;6.25;;;;;;30.5
01004432;7.25;8.75;8.25;;6.5;;;;;;30.75
01004433;6.5;8.5;7;;7;;;;;;29
01004434;7.75;5;5.75;;8;;;;;;26.5
01004435;7.5;8.25;7.25;;4;;;;;;27
01004436;7;8;5.75;;8.25;;;;;;29
01004437;8;8.25;8;;8.25;;;;;;32.5
01004438;7.25;7.75;8.75;;6.75;;;;;;30.5
01004439;7.6;8.25;8.5;;7.75;;;;;;32.1
01004440;7.5;8;8.25;;6.25;;;;;;30
01004441;7.75;9.5;7.75;;6;;;;;;31
01004442;8;9;8.25;;7.25;;;;;;32.5
01004443;5.1;7.25;6;;6.5;;;;;;24.85
01004444;7.5;6;8.75;;6.5;;;;;;28.75
01004445;9;8.75;9.25;;6.75;;;;;;33.75
01004446;7.35;8.25;5.6;;6.75;;;;;;27.95
01004447;7.5;7.5;8;;6.75;;;;;;29.75
01004448;8;8.75;7.25;;8.75;;;;;;32.75
01004449;6.5;9;8.5;;6.75;;;;;;30.75
01004450;8;8.5;9;;8;;;;;;33.5
01004451;8.75;8.75;8.75;;8.25;;;;;;34.5
01004452;6.75;7.75;8.5;;6.25;;;;;;29.25
01004453;8;9;9.25;;6.25;;;;;;32.5
01004454;7.5;8;8.75;;6.75;;;;;;31
01004455;6.6;6.75;8.5;;6.75;;;;;;28.6
01004456;7.5;7;9.25;;6;;;;;;29.75
01004457;9;8.5;8.5;;7;;;;;;33
01004458;7.5;9;9.25;;6.75;;;;;;32.5
01004459;8.5;9;7.75;;7.25;;;;;;32.5
01004460;6.25;9;6;;7;;;;;;28.25
01004461;6.75;9;5.95;;6.75;;;;;;28.45
01004462;6.25;6.5;7;;7;;;;;;26.75
01004463;7.5;8;6.5;;5.75;;;;;;27.75
01004464;7.25;7.75;5.25;;6.25;;;;;;26.5
01004465;5.75;7.75;7;;8.75;;;;;;29.25
01004466;5.25;7.75;7.25;;7.25;;;;;;27.5
01004467;8.75;7.75;7;;6.75;;;;;;30.25
01004468;6.75;7.75;6.25;;8.75;;;;;;29.5
01004469;6.25;8.25;5.1;;7;;;;;;26.6
01004470;6.25;8.75;6.25;;4.25;;;;;;25.5
01004471;9;9;9.75;;6.5;;;;;;34.25
01004472;8.5;8;9.5;;8.75;;;;;;34.75
01004473;7.5;8;8;;7.5;;;;;;31
01004474;7.5;6.25;9;;9.25;;;;;;32
01004475;6.1;8.25;8;;8;;;;;;30.35
01004476;8.5;9;9.5;;6.75;;;;;;33.75
01004477;8.25;8.5;7.75;;6.5;;;;;;31
01004478;6.75;8.25;7.5;;7.5;;;;;;30
01004479;9.5;8.25;9.25;;8.75;;;;;;35.75
01004480;5.5;7.5;5.5;;7.75;;;;;;26.25
01004481;6.5;5.25;7.5;;7.5;;;;;;26.75
01004482;6.25;8.5;6.75;;6.75;;;;;;28.25
01004483;6.5;8.5;5.85;;8.75;;;;;;29.6
01004484;3.75;6.5;5.1;;5;;;;;;20.35
01004485;5.25;8.5;;;;7;;;;;27.25
01004486;8.5;7.5;7.25;;9.25;;;;;;32.5
01004487;6.35;8;8.25;;7.5;;;;;;30.1
01004488;5.75;8.75;6.75;;4.75;;;;;;26
01004489;6.75;8.5;8;;5.5;;;;;;28.75
01004490;6.25;8.5;7.75;;8;;;;;;30.5
01004491;5.35;7.75;5.6;;7.5;;;;;;26.2
01004492;8;8.75;9.25;;7.5;;;;;;33.5
01004493;8.5;7;8.75;;9.25;;;;;;33.5
01004494;6.75;8.25;7.75;;5.5;;;;;;28.25
01004495;9;7.25;9;;8.75;;;;;;34
01004496;8;9;8.5;;6.75;;;;;;32.25
01004497;7.5;9;6.75;;5.5;;;;;;28.75
01004498;8.5;9;7.75;;6.75;;;;;;32
01004499;5.6;7.5;7.5;;6.75;;;;;;27.35
01004500;5.85;8;3.85;;6;;;;;;23.7
01004501;6.5;8.25;8.75;;8;;;;;;31.5
01004502;7;9;9.25;;7.5;;;;;;32.75
01004503;5.25;6;8.5;;6;;;;;;25.75
01004504;8.5;9.5;7.35;;6;;;;;;31.35
01004505;7.75;8.5;8.25;;7;;;;;;31.5
01004506;7;8.5;8.75;;9.5;;;;;;33.75
01004507;7;7.5;6.75;;6.75;;;;;;28
01004508;9;8.5;8.5;;9.5;;;;;;35.5
01004509;5.75;8.75;6.25;;5.75;;;;;;26.5
01004510;7.5;9;5.25;;7;;;;;;28.75
01004511;6.25;8.25;8;;5;;;;;;27.5
01004512;7.5;7.25;7;;6.25;;;;;;28
01004513;6.25;7.25;6.75;;8;;;;;;28.25
01004514;5.75;8.25;7;;6;;;;;;27
01004515;5.25;8.75;5.5;;5.75;;;;;;25.25
01004516;6;9.25;7.25;;7.25;;;;;;29.75
01004517;4.75;7.5;3.5;;5;;;;;;20.75
01004518;6;8.5;7.25;;4.25;;;;;;26
01004519;8.5;9.25;8.25;;6.75;;;;;;32.75
01004520;7.5;8.5;7.25;;5.5;;;;;;28.75
01004521;7;8.5;5;;3.25;;;;;;23.75
01004522;8.25;9.25;7.75;;6.5;;;;;;31.75
01004523;5.25;7.25;;;;8;;;;;29.25
01004524;8.5;9;8.75;;6.5;;;;;;32.75
01004525;8.5;8.25;7.35;;8.5;;;;;;32.6
01004526;5.1;9;8.75;;7.25;;;;;;30.1
01004527;6.6;8;7.25;;6.75;;;;;;28.6
01004528;4.25;8.25;4.5;;3.75;;;;;;20.75
01004529;7;8.5;6.95;;9;;;;;;31.45
01004530;8;8.5;8.5;;6.25;;;;;;31.25
01004531;9;6.5;10;;6.5;;;;;;32
01004532;6.25;8.25;6.45;;7.5;;;;;;28.45
01004533;3.75;6.75;4.25;;4.25;;;;;;19
01004534;6.25;9;5.75;;5.25;;;;;;26.25
01004535;6.25;7.75;6.5;;3.75;;;;;;24.25
01004536;6.25;9.5;8.75;;6.75;;;;;;31.25
01004537;4.1;8.25;7;;5.5;;;;;;24.85
01004538;8;9.75;6.75;;7;;;;;;31.5
01004539;8;8;9.25;;7.5;;;;;;32.75
01004540;8.5;9.5;9.5;;6.25;;;;;;33.75
01004541;5.5;8.75;5.35;;7.5;;;;;;27.1
01004542;5.35;8;7.5;;6.5;;;;;;27.35
01004543;8;9;7.75;;9;;;;;;33.75
01004544;4.85;8;7.25;;5.75;;;;;;25.85
01004545;6;8.5;8.75;;7;;;;;;30.25
01004546;7;9;8;;6.75;;;;;;30.75
01004547;6.5;8.5;7;;7;;;;;;29
01004548;3.35;6.5;;;;5.25;;;;;20.6
01004549;4.35;7.5;;;;7.6;;;;;26.45
01004550;3;9;;;;8.75;;;;;28.75
01004551;2.95;7;;;;5.6;;;;;22.3
01004552;8;8.75;;;7;;8.85;;;;32.6
01004553;6.6;8;;;6;8.5;;;;;29.1
01004554;6.5;9;;;6.5;;8.25;;;;30.25
01004555;8.25;8.75;;6.5;5.5;;;;;;29
01004556;8;7.5;;;7.75;;6.5;;;;29.75
01004557;8;9;;9;7.75;;;;;;33.75
01004558;6.75;9.25;;;6.75;;6.25;;;;29
01004559;4.7;8.5;;5.35;7;;;;;;25.55
01004560;4.5;7.75;;;2.75;;5.6;;;;20.6
01004561;8;8.5;;;7.5;;8;;;;32
01004562;4.5;6.5;;;3;;5.1;;;;19.1
01004563;7;7.25;;;4.5;;9;;;;27.75
01004564;6.75;8.25;;;4.75;;;6.6;;;26.35
01004565;5.25;8.75;;;5.5;;5;;;;24.5
01004566;7.5;8.5;;;7;;6.85;;;;29.85
01004567;6.75;8.75;;;7.75;;;;;;31.75
01004568;5;9.25;;;5.75;;5;;;;25
01004569;7.25;8.5;;;10;;;;;;35.5
01004570;4.6;8.5;;;8;;;;;;30.35
01004571;7;9.25;;5.25;7.75;;;;;;29.25
01004572;5.25;8.5;;;3.75;;6;;;;23.5
01004573;6.35;8;;;5.75;;;6.25;;;26.35
01004574;4.35;9;;;7;;8.75;;;;29.1
01004575;5.1;8.75;;;5;;5.85;;;;24.7
01004576;6.75;8.75;;;7.25;;7.25;;;;30
01004577;5.75;8.5;;;4.5;7;;;;;25.75
01004578;5.5;8.5;;;4;7.25;;;;;25.25
01004579;5.75;8.25;;;6.75;;;;;;29.75
01004580;6.75;9;;;6;9;;;;;30.75
01004581;7;9;;;8.5;8.75;;;;;33.25
01004582;5.25;8.25;;;6.5;6.5;;;;;26.5
01004583;6.1;8.75;;;7.5;8.25;;;;;30.6
01004584;7.5;8;;6;9.25;;;;;;30.75
01004585;7.25;8.5;;;5.75;9;;;;;30.5
01004586;6;9.5;;;7.75;9;;;;;32.25
01004587;6.5;8;;6.75;6;;;;;;27.25
01004588;8;8.5;;;7.5;8;;;;;32
01004589;5.75;9.25;;;7;7.85;;;;;29.85
01004590;5.25;5.75;;;8.25;;;6.25;;;25.5
01004591;6;9;;;7;4.75;;;;;26.75
01004592;6.25;9.25;;;7.5;7;;;;;30
01004593;5.35;8;;;5;9.25;;;;;27.6
01004595;4;8.5;;;2.75;6.25;;;;;21.5
01004596;4.75;9.25;;;7.25;5.25;;;;;26.5
01004597;5.75;8.75;;;6.25;5.5;;;;;26.25
01004598;7.5;8.25;;8.5;9.25;;;;;;33.5
01004599;5.25;9;;;6.75;8;;;;;29
01004600;4.6;8.5;;;5.5;4.75;;;;;23.35
01004601;5.5;8.5;;;6.5;8;;;;;28.5
01004602;5.75;8.75;;;6.75;5.25;;;;;26.5
01004603;5.5;7.75;;;4.75;6.75;;;;;24.75
01004604;5.75;9;;;8.75;7.75;;;;;31.25
01004605;4.35;9.25;;;7.25;8;;;;;28.85
01004606;7.1;8.5;;8.5;6.25;;;;;;30.35
01004607;5.5;9;;;6.75;6.25;;;;;27.5
01004608;4.85;9;;;8.25;8.5;;;;;30.6
01004609;5.75;8.5;;;4.25;8.75;;;;;27.25
01004610;3.5;9;;;5;8.75;;;;;26.25
01004611;8;9;;;6;9.75;;;;;32.75
01004612;7.25;8.75;;;5.5;9.5;;;;;31
01004613;6;8.25;;;5.5;6.25;;;;;26
01004614;6.75;9.5;;;6;9.75;;;;;32
01004615;6.75;9.5;;;8.25;6.75;;;;;31.25
01004616;6;8.75;;;5.25;8.25;;;;;28.25
01004617;5.5;8.75;;;8.5;8;;;;;30.75
01004618;7.25;9;;;8;8.75;;;;;33
01004619;2.6;5.5;;;4.25;4.6;;;;;16.95
01004620;5.85;8.5;;;5;4.6;;;;;23.95
01004621;6.6;8.75;;;8.75;;;;;;31.85
01004622;5.75;8.75;;;7.5;8;;;;;30
01004623;8.5;8.5;;9.5;6.5;;;;;;33
01004624;5.25;8;;;6.75;6.25;;;;;26.25
01004625;5;9;;;7.5;7.5;;;;;29
01004626;6.5;9;;;7.25;7.25;;;;;30
01004627;7.5;8.75;;8.5;5.5;;;;;;30.25
01004628;4.25;7.75;;;3;5.35;;;;;20.35
01004629;6.75;8;;;4.5;8;;;;;27.25
01004630;5.25;8;;;5.5;6.25;;;;;25
01004631;2.35;7.25;;;3.75;6.5;;;;;19.85
01004632;3.8;8;;;7;9.75;;;;;28.55
01004633;6.85;9.5;;;6.75;8;;;;;31.1
01004634;4.75;8.75;;;6;9.25;;;;;28.75
01004635;3.5;8.5;;;3.25;7.5;;;;;22.75
01004636;5.1;8.75;;;6.25;7.75;;;;;27.85
01004637;5.35;8.5;;;2.5;5.5;;;;;21.85
01004638;6.75;9;;8.75;6.75;;;;;;31.25
01004639;6.25;8.5;;;9.25;;;;;;33.25
01004640;6.5;9.5;;;5.5;8.75;;;;;30.25
01004641;3.85;7.75;;;6.5;;;;;;26.85
01004642;6.25;8.5;;;6.5;8;;;;;29.25
01004643;8;9;;;5;8;;;;;30
01004644;5.25;9;;;6;6.5;;;;;26.75
01004645;5.35;8.5;;;6.25;7.75;;;;;27.85
01004646;6.75;8.75;;7;6.75;;;;;;29.25
01004647;5.25;9;;;6.25;9.25;;;;;29.75
01004648;5.75;8.75;;;6.75;7.75;;;;;29
01004649;5.25;8.5;;;5.75;8.1;;;;;27.6
01004650;6.5;8;;;6.25;4.75;;;;;25.5
01004651;7.25;8.5;;;8.25;7.25;;;;;31.25
01004652;7.5;8.75;;3.25;5.75;;;;;;25.25
01004653;5.75;8.25;;;8;8.1;;;;;30.1
01004654;5;9;;;7;5.5;;;;;26.5
01004655;4;7.25;;;4.5;4.75;;;;;20.5
01004656;7;8.25;;7.25;5.75;;;;;;28.25
01004657;6;8;;;7;8.5;;;;;29.5
01004658;7.5;8.5;;7.25;7.75;;;;;;31
01004659;5.25;7;;;4.5;4.5;;;;;21.25
01004660;9;7.75;;8.75;6.75;;;;;;32.25
01004661;5.35;8.25;;;5.5;6.25;;;;;25.35
01004662;7.5;8.5;;6.6;4.75;;;;;;27.35
01004663;5.75;8;;;5.5;7;;;;;26.25
01004664;7;8;;;6.75;6.5;;;;;28.25
01004665;6;9;;;7.25;7;;;;;29.25
01004666;7;8.75;;;6.5;7;;;;;29.25
01004667;5.5;9;;;6.75;;;;;;30.5
01004668;5.75;9.5;;;7;8.5;;;;;30.75
01004669;7.25;8.75;;;5.75;5.5;;;;;27.25
01004670;4.75;9.25;;;5;8.25;;;;;27.25
01004671;7.75;9.5;;;7.25;8.25;;;;;32.75
01004672;5.75;8.5;;;7.25;7.75;;;;;29.25
01004673;5.75;9;;;5.75;7.75;;;;;28.25
01004674;4.75;7.75;;;5.75;6.75;;;;;25
01004675;5.5;9;;;6;7.35;;;;;27.85
01004676;5.35;8.75;;;8.25;7.75;;;;;30.1
01004677;4.6;7;;;3.25;;;4.6;;;19.45
01004678;6;9;;;7;7.75;;;;;29.75
01004679;5.35;8;;;7.5;;;;;;29.85
01004680;6.5;9.25;;;8.25;6.25;;;;;30.25
01004681;6.5;9.5;;;6.75;9.75;;;;;32.5
01004682;6.25;9.25;;;5.5;8;;;;;29
01004683;6;8.75;;;6;6.25;;;;;27
01004684;6.75;9.25;;7.25;6.5;;;;;;29.75
01004685;6.75;9.5;;6;6.5;;;;;;28.75
01004686;6.6;9;;;5.5;8.75;;;;;29.85
01004687;6.1;9;;;9;6.35;;;;;30.45
01004688;5.25;9.25;;;8.25;9;;;;;31.75
01004689;6.25;9;;;8;8.75;;;;;32
01004690;5.5;8;;;7.75;8.5;;;;;29.75
01004691;5.25;7.5;;;5.75;8;;;;;26.5
01004692;5.5;8.75;;;5.25;4.6;;;;;24.1
01004693;6.25;9.25;;;5;;;;;;29
01004694;5.25;9;;;8;7.5;;;;;29.75
01004695;7.5;9.25;;;8.5;8;;;;;33.25
01004696;5.2;9;;;6.25;8.75;;;;;29.2
01004697;6.5;8;;;8.5;9.25;;;;;32.25
01004698;6;8.25;;;9;8.25;;;;;31.5
01004699;5;9;;;7.25;7.25;;;;;28.5
01004700;6;8;;;6;9;;;;;29
01004701;4.75;7.25;;4;4;;;;;;20
01004702;5;9;;;6.75;7;;;;;27.75
01004703;6;8.25;;;5.5;6.5;;;;;26.25
01004704;5.75;9;;;4.25;7.5;;;;;26.5
01004705;6.5;8.5;;;8;5.6;;;;;28.6
01004706;6.5;7.25;;6.75;5.5;;;;;;26
01004707;6.75;8.5;;;6.5;5.6;;;;;27.35
01004708;8.25;8.75;;;8.25;6.75;;;;;32
01004709;5.75;8.75;;;8;;;;;;31
01004710;3.85;8;;;4;5;;;;;20.85
01004711;6;7.75;;4.75;7;;;;;;25.5
01004712;5.75;6;;5.75;8.5;;;;;;26
01004713;8.5;7.5;;6.75;5.75;;;;;;28.5
01004714;6.25;9;;;6.25;7.75;;;;;29.25
01004715;5.75;8.75;;;5.5;7.25;;;;;27.25
01004716;5.75;9;;;7;9.25;;;;;31
01004717;6.5;8;;;7.25;9;;;;;30.75
01004718;5;7.75;;;5.75;8.25;;;;;26.75
01004719;3.5;7.75;;;5.5;;;;;;23.5
01004720;7.25;9.25;;;8.25;9;;;;;33.75
01004721;5.5;9;;3.7;6;;;;;;24.2
01004722;7.25;9;;;7.5;7.5;;;;;31.25
01004723;6.75;9;;6.5;6.25;;;;;;28.5
01004724;5.85;8;;;8.25;6.5;;;;;28.6
01004725;5.6;9;;;7;8;;;;;29.6
01004726;4.25;8.25;;;5.25;7;;;;;24.75
01004727;6;9;;;6.25;6.6;;;;;27.85
01004728;6;8.25;;;6.25;7;;;;;27.5
01004729;6;8.5;;;8.25;6.85;;;;;29.6
01004730;4.75;7;;;5;4.85;;;;;21.6
01004731;6.5;8.25;;;6.5;;;;;;30.25
01004732;6.75;8.25;;;9.25;9;;;;;33.25
01004733;5;6.75;;;6.5;6.25;;;;;24.5
01004734;5.75;8.75;;;6.75;8;;;;;29.25
01004735;9;8.5;;7;8;;;;;;32.5
01004736;4.1;7.75;;;8;8.5;;;;;28.35
01004737;4.85;6.5;;;7.5;6.25;;;;;25.1
